segment_id,cities,devices,affinities
48017745,"[{""city"": ""Казань"", ""percent"": ""81,7 %""}, {""city"": ""Уфа"", ""percent"": ""2,26 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""2,13 %""}, {""city"": ""Самара"", ""percent"": ""2,1 %""}, {""city"": ""Москва"", ""percent"": ""1,32 %""}, {""city"": ""Амстердам"", ""percent"": ""1 %""}, {""city"": ""Набережные Челны"", ""percent"": ""0,92 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""0,67 %""}, {""city"": ""Ижевск"", ""percent"": ""0,59 %""}, {""city"": ""Чебоксары"", ""percent"": ""0,4 %""}]","[{""device"": ""Кросс-девайс"", ""percent"": ""73,8 %""}, {""device"": ""Смартфоны"", ""percent"": ""18,6 %""}, {""device"": ""ПК"", ""percent"": ""7,61 %""}, {""device"": ""Планшеты"", ""percent"": ""0,05 %""}]","[{""label"": ""IT"", ""affinity"": ""181 %""}, {""label"": ""Туризм"", ""affinity"": ""145 %""}, {""label"": ""Спорт"", ""affinity"": ""137 %""}, {""label"": ""Красота и здоровье"", ""affinity"": ""136 %""}, {""label"": ""Семья и дети"", ""affinity"": ""126 %""}, {""label"": ""Финансы"", ""affinity"": ""122 %""}, {""label"": ""Недвижимость"", ""affinity"": ""116 %""}, {""label"": ""Кулинария"", ""affinity"": ""110 %""}, {""label"": ""Домашние животные"", ""affinity"": ""98 %""}, {""label"": ""Авто"", ""affinity"": ""94 %""}, {""label"": ""Студенты"", ""affinity"": ""764 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""140 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""135 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""125 %""}, {""label"": ""Следят за модой"", ""affinity"": ""105 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Есть дети"", ""affinity"": ""99 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""93 %""}, {""label"": ""Геймеры"", ""affinity"": ""87 %""}]"
48017741,"[{""city"": ""Казань"", ""percent"": ""81,7 %""}, {""city"": ""Уфа"", ""percent"": ""2,26 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""2,13 %""}, {""city"": ""Самара"", ""percent"": ""2,1 %""}, {""city"": ""Москва"", ""percent"": ""1,32 %""}, {""city"": ""Амстердам"", ""percent"": ""1 %""}, {""city"": ""Набережные Челны"", ""percent"": ""0,92 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""0,67 %""}, {""city"": ""Ижевск"", ""percent"": ""0,59 %""}, {""city"": ""Чебоксары"", ""percent"": ""0,4 %""}]","[{""device"": ""Кросс-девайс"", ""percent"": ""73,8 %""}, {""device"": ""Смартфоны"", ""percent"": ""18,6 %""}, {""device"": ""ПК"", ""percent"": ""7,61 %""}, {""device"": ""Планшеты"", ""percent"": ""0,05 %""}]","[{""label"": ""IT"", ""affinity"": ""181 %""}, {""label"": ""Туризм"", ""affinity"": ""145 %""}, {""label"": ""Спорт"", ""affinity"": ""137 %""}, {""label"": ""Красота и здоровье"", ""affinity"": ""136 %""}, {""label"": ""Семья и дети"", ""affinity"": ""126 %""}, {""label"": ""Финансы"", ""affinity"": ""122 %""}, {""label"": ""Недвижимость"", ""affinity"": ""116 %""}, {""label"": ""Кулинария"", ""affinity"": ""110 %""}, {""label"": ""Домашние животные"", ""affinity"": ""98 %""}, {""label"": ""Авто"", ""affinity"": ""94 %""}, {""label"": ""Студенты"", ""affinity"": ""764 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""140 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""135 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""125 %""}, {""label"": ""Следят за модой"", ""affinity"": ""105 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Есть дети"", ""affinity"": ""99 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""93 %""}, {""label"": ""Геймеры"", ""affinity"": ""87 %""}]"
48004577,"[{""city"": ""Казань"", ""percent"": ""85,3 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""1,75 %""}, {""city"": ""Москва"", ""percent"": ""1,49 %""}, {""city"": ""Уфа"", ""percent"": ""1,49 %""}, {""city"": ""Калуга"", ""percent"": ""1,24 %""}, {""city"": ""Ульяновск"", ""percent"": ""0,99 %""}, {""city"": ""Амстердам"", ""percent"": ""0,74 %""}, {""city"": ""Якутск"", ""percent"": ""0,74 %""}, {""city"": ""Осло"", ""percent"": ""0,74 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""0,74 %""}]","[{""device"": ""Смартфоны"", ""percent"": ""55,1 %""}, {""device"": ""Кросс-девайс"", ""percent"": ""41,4 %""}, {""device"": ""ПК"", ""percent"": ""2,5 %""}, {""device"": ""Планшеты"", ""percent"": ""0,99 %""}]","[{""label"": ""IT"", ""affinity"": ""120 %""}, {""label"": ""Авто"", ""affinity"": ""110 %""}, {""label"": ""Туризм"", ""affinity"": ""109 %""}, {""label"": ""Финансы"", ""affinity"": ""107 %""}, {""label"": ""Спорт"", ""affinity"": ""107 %""}, {""label"": ""Красота и здоровье"", ""affinity"": ""105 %""}, {""label"": ""Семья и дети"", ""affinity"": ""103 %""}, {""label"": ""Недвижимость"", ""affinity"": ""101 %""}, {""label"": ""Кулинария"", ""affinity"": ""98 %""}, {""label"": ""Домашние животные"", ""affinity"": ""89 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""135 %""}, {""label"": ""Студенты"", ""affinity"": ""121 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""117 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""115 %""}, {""label"": ""Следят за модой"", ""affinity"": ""111 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""106 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Есть дети"", ""affinity"": ""100 %""}, {""label"": ""Геймеры"", ""affinity"": ""97 %""}]"
48004507,"[{""city"": ""Казань"", ""percent"": ""68,5 %""}, {""city"": ""Москва"", ""percent"": ""6,2 %""}, {""city"": ""Самара"", ""percent"": ""2,05 %""}, {""city"": ""Уфа"", ""percent"": ""1,97 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""1,92 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""1,77 %""}, {""city"": ""Набережные Челны"", ""percent"": ""1,08 %""}, {""city"": ""Екатеринбург"", ""percent"": ""0,96 %""}, {""city"": ""Амстердам"", ""percent"": ""0,66 %""}, {""city"": ""Ижевск"", ""percent"": ""0,53 %""}]","[{""device"": ""Кросс-девайс"", ""percent"": ""59,7 %""}, {""device"": ""Смартфоны"", ""percent"": ""36,5 %""}, {""device"": ""ПК"", ""percent"": ""3,63 %""}, {""device"": ""Планшеты"", ""percent"": ""0,17 %""}]","[{""label"": ""IT"", ""affinity"": ""174 %""}, {""label"": ""Туризм"", ""affinity"": ""165 %""}, {""label"": ""Финансы"", ""affinity"": ""144 %""}, {""label"": ""Красота и здоровье"", ""affinity"": ""141 %""}, {""label"": ""Семья и дети"", ""affinity"": ""136 %""}, {""label"": ""Недвижимость"", ""affinity"": ""122 %""}, {""label"": ""Спорт"", ""affinity"": ""122 %""}, {""label"": ""Домашние животные"", ""affinity"": ""110 %""}, {""label"": ""Авто"", ""affinity"": ""108 %""}, {""label"": ""Кулинария"", ""affinity"": ""107 %""}, {""label"": ""Студенты"", ""affinity"": ""334 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""231 %""}, {""label"": ""Следят за модой"", ""affinity"": ""189 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""170 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""164 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""157 %""}, {""label"": ""Есть дети"", ""affinity"": ""119 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Геймеры"", ""affinity"": ""70 %""}]"
48004489,"[{""city"": ""Казань"", ""percent"": ""65,3 %""}, {""city"": ""Москва"", ""percent"": ""7,15 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""2,22 %""}, {""city"": ""Самара"", ""percent"": ""2,2 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""1,89 %""}, {""city"": ""Уфа"", ""percent"": ""1,85 %""}, {""city"": ""Екатеринбург"", ""percent"": ""1,19 %""}, {""city"": ""Набережные Челны"", ""percent"": ""0,88 %""}, {""city"": ""Амстердам"", ""percent"": ""0,84 %""}, {""city"": ""Ижевск"", ""percent"": ""0,54 %""}]","[{""device"": ""Кросс-девайс"", ""percent"": ""64 %""}, {""device"": ""Смартфоны"", ""percent"": ""33 %""}, {""device"": ""ПК"", ""percent"": ""2,86 %""}, {""device"": ""Планшеты"", ""percent"": ""0,14 %""}]","[{""label"": ""IT"", ""affinity"": ""197 %""}, {""label"": ""Туризм"", ""affinity"": ""169 %""}, {""label"": ""Красота и здоровье"", ""affinity"": ""147 %""}, {""label"": ""Финансы"", ""affinity"": ""144 %""}, {""label"": ""Семья и дети"", ""affinity"": ""130 %""}, {""label"": ""Недвижимость"", ""affinity"": ""120 %""}, {""label"": ""Спорт"", ""affinity"": ""117 %""}, {""label"": ""Домашние животные"", ""affinity"": ""104 %""}, {""label"": ""Кулинария"", ""affinity"": ""104 %""}, {""label"": ""Авто"", ""affinity"": ""104 %""}, {""label"": ""Студенты"", ""affinity"": ""344 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""211 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""178 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""170 %""}, {""label"": ""Следят за модой"", ""affinity"": ""166 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""129 %""}, {""label"": ""Есть дети"", ""affinity"": ""112 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Геймеры"", ""affinity"": ""80 %""}]"
48004486,"[{""city"": ""Казань"", ""percent"": ""58,1 %""}, {""city"": ""Москва"", ""percent"": ""8,66 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""2,72 %""}, {""city"": ""Самара"", ""percent"": ""2,4 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""2,25 %""}, {""city"": ""Уфа"", ""percent"": ""1,85 %""}, {""city"": ""Екатеринбург"", ""percent"": ""1,56 %""}, {""city"": ""Амстердам"", ""percent"": ""0,82 %""}, {""city"": ""Набережные Челны"", ""percent"": ""0,8 %""}, {""city"": ""Ижевск"", ""percent"": ""0,6 %""}]","[{""device"": ""Кросс-девайс"", ""percent"": ""59 %""}, {""device"": ""Смартфоны"", ""percent"": ""37,8 %""}, {""device"": ""ПК"", ""percent"": ""3,02 %""}, {""device"": ""Планшеты"", ""percent"": ""0,18 %""}]","[{""label"": ""IT"", ""affinity"": ""177 %""}, {""label"": ""Туризм"", ""affinity"": ""173 %""}, {""label"": ""Финансы"", ""affinity"": ""146 %""}, {""label"": ""Красота и здоровье"", ""affinity"": ""143 %""}, {""label"": ""Семья и дети"", ""affinity"": ""134 %""}, {""label"": ""Недвижимость"", ""affinity"": ""128 %""}, {""label"": ""Спорт"", ""affinity"": ""122 %""}, {""label"": ""Домашние животные"", ""affinity"": ""114 %""}, {""label"": ""Кулинария"", ""affinity"": ""111 %""}, {""label"": ""Авто"", ""affinity"": ""111 %""}, {""label"": ""Студенты"", ""affinity"": ""249 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""230 %""}, {""label"": ""Следят за модой"", ""affinity"": ""184 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""184 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""177 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""151 %""}, {""label"": ""Есть дети"", ""affinity"": ""117 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Геймеры"", ""affinity"": ""75 %""}]"
48004483,"[{""city"": ""Казань"", ""percent"": ""63,5 %""}, {""city"": ""Москва"", ""percent"": ""6,81 %""}, {""city"": ""Самара"", ""percent"": ""2,42 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""2,19 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""2,15 %""}, {""city"": ""Уфа"", ""percent"": ""2,09 %""}, {""city"": ""Екатеринбург"", ""percent"": ""1,28 %""}, {""city"": ""Набережные Челны"", ""percent"": ""0,78 %""}, {""city"": ""Амстердам"", ""percent"": ""0,69 %""}, {""city"": ""Ижевск"", ""percent"": ""0,53 %""}]","[{""device"": ""Кросс-девайс"", ""percent"": ""56,5 %""}, {""device"": ""Смартфоны"", ""percent"": ""40,2 %""}, {""device"": ""ПК"", ""percent"": ""3,18 %""}, {""device"": ""Планшеты"", ""percent"": ""0,14 %""}]","[{""label"": ""IT"", ""affinity"": ""176 %""}, {""label"": ""Туризм"", ""affinity"": ""168 %""}, {""label"": ""Красота и здоровье"", ""affinity"": ""147 %""}, {""label"": ""Финансы"", ""affinity"": ""147 %""}, {""label"": ""Семья и дети"", ""affinity"": ""134 %""}, {""label"": ""Недвижимость"", ""affinity"": ""125 %""}, {""label"": ""Спорт"", ""affinity"": ""120 %""}, {""label"": ""Домашние животные"", ""affinity"": ""110 %""}, {""label"": ""Кулинария"", ""affinity"": ""110 %""}, {""label"": ""Авто"", ""affinity"": ""106 %""}, {""label"": ""Студенты"", ""affinity"": ""259 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""224 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""177 %""}, {""label"": ""Следят за модой"", ""affinity"": ""173 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""170 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""142 %""}, {""label"": ""Есть дети"", ""affinity"": ""117 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Геймеры"", ""affinity"": ""72 %""}]"
48002384,"[{""city"": ""Казань"", ""percent"": ""71 %""}, {""city"": ""Москва"", ""percent"": ""3,8 %""}, {""city"": ""Самара"", ""percent"": ""2,28 %""}, {""city"": ""Уфа"", ""percent"": ""2,04 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""1,86 %""}, {""city"": ""Набережные Челны"", ""percent"": ""1,06 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""1 %""}, {""city"": ""Екатеринбург"", ""percent"": ""0,94 %""}, {""city"": ""Амстердам"", ""percent"": ""0,85 %""}, {""city"": ""Ижевск"", ""percent"": ""0,58 %""}]","[{""device"": ""Кросс-девайс"", ""percent"": ""57,4 %""}, {""device"": ""Смартфоны"", ""percent"": ""40 %""}, {""device"": ""ПК"", ""percent"": ""2,42 %""}, {""device"": ""Планшеты"", ""percent"": ""0,15 %""}]","[{""label"": ""IT"", ""affinity"": ""181 %""}, {""label"": ""Туризм"", ""affinity"": ""164 %""}, {""label"": ""Финансы"", ""affinity"": ""144 %""}, {""label"": ""Красота и здоровье"", ""affinity"": ""141 %""}, {""label"": ""Семья и дети"", ""affinity"": ""130 %""}, {""label"": ""Недвижимость"", ""affinity"": ""117 %""}, {""label"": ""Авто"", ""affinity"": ""114 %""}, {""label"": ""Спорт"", ""affinity"": ""114 %""}, {""label"": ""Домашние животные"", ""affinity"": ""108 %""}, {""label"": ""Кулинария"", ""affinity"": ""100 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""236 %""}, {""label"": ""Студенты"", ""affinity"": ""199 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""192 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""170 %""}, {""label"": ""Следят за модой"", ""affinity"": ""164 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""160 %""}, {""label"": ""Есть дети"", ""affinity"": ""126 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Геймеры"", ""affinity"": ""77 %""}]"
47831412,"[{""city"": ""Казань"", ""percent"": ""65,4 %""}, {""city"": ""Москва"", ""percent"": ""8,66 %""}, {""city"": ""Самара"", ""percent"": ""6,93 %""}, {""city"": ""Кириши"", ""percent"": ""3,46 %""}, {""city"": ""Кинель"", ""percent"": ""3,46 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""3,46 %""}, {""city"": ""Уфа"", ""percent"": ""3,46 %""}, {""city"": ""Нижний Тагил"", ""percent"": ""1,73 %""}, {""city"": ""Иваново"", ""percent"": ""1,73 %""}, {""city"": ""Челябинск"", ""percent"": ""1,73 %""}]","[{""device"": ""Смартфоны"", ""percent"": ""53,4 %""}, {""device"": ""Кросс-девайс"", ""percent"": ""46,6 %""}]","[{""label"": ""IT"", ""affinity"": ""106 %""}, {""label"": ""Авто"", ""affinity"": ""105 %""}, {""label"": ""Домашние животные"", ""affinity"": ""102 %""}, {""label"": ""Семья и дети"", ""affinity"": ""102 %""}, {""label"": ""Туризм"", ""affinity"": ""102 %""}, {""label"": ""Финансы"", ""affinity"": ""102 %""}, {""label"": ""Недвижимость"", ""affinity"": ""101 %""}, {""label"": ""Красота и здоровье"", ""affinity"": ""100 %""}, {""label"": ""Спорт"", ""affinity"": ""100 %""}, {""label"": ""Кулинария"", ""affinity"": ""99 %""}, {""label"": ""Студенты"", ""affinity"": ""127 %""}, {""label"": ""Следят за модой"", ""affinity"": ""112 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""104 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""103 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""103 %""}, {""label"": ""Есть дети"", ""affinity"": ""102 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""101 %""}, {""label"": ""Геймеры"", ""affinity"": ""101 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}]"
46722248,"[{""city"": ""Казань"", ""percent"": ""54 %""}, {""city"": ""Набережные Челны"", ""percent"": ""12,3 %""}, {""city"": ""Москва"", ""percent"": ""4,28 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""2,96 %""}, {""city"": ""Самара"", ""percent"": ""2,91 %""}, {""city"": ""Уфа"", ""percent"": ""2,13 %""}, {""city"": ""Альметьевск"", ""percent"": ""1,3 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""1,17 %""}, {""city"": ""Екатеринбург"", ""percent"": ""1 %""}, {""city"": ""Елабуга"", ""percent"": ""0,94 %""}]","[{""device"": ""Смартфоны"", ""percent"": ""50,5 %""}, {""device"": ""Кросс-девайс"", ""percent"": ""44,6 %""}, {""device"": ""ПК"", ""percent"": ""4,51 %""}, {""device"": ""Планшеты"", ""percent"": ""0,4 %""}]","[{""label"": ""Туризм"", ""affinity"": ""147 %""}, {""label"": ""Финансы"", ""affinity"": ""142 %""}, {""label"": ""IT"", ""affinity"": ""141 %""}, {""label"": ""Семья и дети"", ""affinity"": ""133 %""}, {""label"": ""Красота и здоровье"", ""affinity"": ""128 %""}, {""label"": ""Недвижимость"", ""affinity"": ""125 %""}, {""label"": ""Авто"", ""affinity"": ""120 %""}, {""label"": ""Кулинария"", ""affinity"": ""117 %""}, {""label"": ""Спорт"", ""affinity"": ""116 %""}, {""label"": ""Домашние животные"", ""affinity"": ""109 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""169 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""156 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""153 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""140 %""}, {""label"": ""Студенты"", ""affinity"": ""140 %""}, {""label"": ""Следят за модой"", ""affinity"": ""127 %""}, {""label"": ""Есть дети"", ""affinity"": ""124 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Геймеры"", ""affinity"": ""81 %""}]"
46698556,"[{""city"": ""Казань"", ""percent"": ""56,1 %""}, {""city"": ""Набережные Челны"", ""percent"": ""10,3 %""}, {""city"": ""Москва"", ""percent"": ""4,05 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""3,36 %""}, {""city"": ""Самара"", ""percent"": ""2,89 %""}, {""city"": ""Уфа"", ""percent"": ""2,35 %""}, {""city"": ""Альметьевск"", ""percent"": ""1,2 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""1,17 %""}, {""city"": ""Елабуга"", ""percent"": ""1,01 %""}, {""city"": ""Екатеринбург"", ""percent"": ""0,88 %""}]","[{""device"": ""Смартфоны"", ""percent"": ""50,4 %""}, {""device"": ""Кросс-девайс"", ""percent"": ""44,8 %""}, {""device"": ""ПК"", ""percent"": ""4,5 %""}, {""device"": ""Планшеты"", ""percent"": ""0,35 %""}]","[{""label"": ""Красота и здоровье"", ""affinity"": ""165 %""}, {""label"": ""Туризм"", ""affinity"": ""147 %""}, {""label"": ""Финансы"", ""affinity"": ""144 %""}, {""label"": ""IT"", ""affinity"": ""144 %""}, {""label"": ""Семья и дети"", ""affinity"": ""133 %""}, {""label"": ""Кулинария"", ""affinity"": ""133 %""}, {""label"": ""Спорт"", ""affinity"": ""133 %""}, {""label"": ""Домашние животные"", ""affinity"": ""127 %""}, {""label"": ""Недвижимость"", ""affinity"": ""126 %""}, {""label"": ""Авто"", ""affinity"": ""119 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""173 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""157 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""155 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""154 %""}, {""label"": ""Есть дети"", ""affinity"": ""129 %""}, {""label"": ""Студенты"", ""affinity"": ""126 %""}, {""label"": ""Следят за модой"", ""affinity"": ""125 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Геймеры"", ""affinity"": ""82 %""}]"
46698553,"[{""city"": ""Казань"", ""percent"": ""55,6 %""}, {""city"": ""Набережные Челны"", ""percent"": ""9,95 %""}, {""city"": ""Москва"", ""percent"": ""4,23 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""3,4 %""}, {""city"": ""Самара"", ""percent"": ""2,93 %""}, {""city"": ""Уфа"", ""percent"": ""2,26 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""1,27 %""}, {""city"": ""Альметьевск"", ""percent"": ""1,23 %""}, {""city"": ""Екатеринбург"", ""percent"": ""1,02 %""}, {""city"": ""Елабуга"", ""percent"": ""0,97 %""}]","[{""device"": ""Смартфоны"", ""percent"": ""50,1 %""}, {""device"": ""Кросс-девайс"", ""percent"": ""44,8 %""}, {""device"": ""ПК"", ""percent"": ""4,67 %""}, {""device"": ""Планшеты"", ""percent"": ""0,38 %""}]","[{""label"": ""Красота и здоровье"", ""affinity"": ""162 %""}, {""label"": ""Туризм"", ""affinity"": ""146 %""}, {""label"": ""Финансы"", ""affinity"": ""142 %""}, {""label"": ""IT"", ""affinity"": ""141 %""}, {""label"": ""Семья и дети"", ""affinity"": ""132 %""}, {""label"": ""Кулинария"", ""affinity"": ""132 %""}, {""label"": ""Спорт"", ""affinity"": ""131 %""}, {""label"": ""Домашние животные"", ""affinity"": ""126 %""}, {""label"": ""Недвижимость"", ""affinity"": ""122 %""}, {""label"": ""Авто"", ""affinity"": ""118 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""177 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""157 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""151 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""142 %""}, {""label"": ""Студенты"", ""affinity"": ""137 %""}, {""label"": ""Следят за модой"", ""affinity"": ""128 %""}, {""label"": ""Есть дети"", ""affinity"": ""126 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Геймеры"", ""affinity"": ""82 %""}]"
46698551,"[{""city"": ""Казань"", ""percent"": ""55,8 %""}, {""city"": ""Набережные Челны"", ""percent"": ""9,97 %""}, {""city"": ""Москва"", ""percent"": ""4,15 %""}, {""city"": ""Нижний Новгород"", ""percent"": ""3,37 %""}, {""city"": ""Самара"", ""percent"": ""2,99 %""}, {""city"": ""Уфа"", ""percent"": ""2,27 %""}, {""city"": ""Альметьевск"", ""percent"": ""1,22 %""}, {""city"": ""Санкт-Петербург"", ""percent"": ""1,16 %""}, {""city"": ""Екатеринбург"", ""percent"": ""0,97 %""}, {""city"": ""Елабуга"", ""percent"": ""0,95 %""}]","[{""device"": ""Смартфоны"", ""percent"": ""50,5 %""}, {""device"": ""Кросс-девайс"", ""percent"": ""44,6 %""}, {""device"": ""ПК"", ""percent"": ""4,56 %""}, {""device"": ""Планшеты"", ""percent"": ""0,38 %""}]","[{""label"": ""Красота и здоровье"", ""affinity"": ""160 %""}, {""label"": ""Туризм"", ""affinity"": ""144 %""}, {""label"": ""IT"", ""affinity"": ""141 %""}, {""label"": ""Финансы"", ""affinity"": ""140 %""}, {""label"": ""Семья и дети"", ""affinity"": ""129 %""}, {""label"": ""Кулинария"", ""affinity"": ""129 %""}, {""label"": ""Спорт"", ""affinity"": ""128 %""}, {""label"": ""Домашние животные"", ""affinity"": ""127 %""}, {""label"": ""Недвижимость"", ""affinity"": ""122 %""}, {""label"": ""Авто"", ""affinity"": ""117 %""}, {""label"": ""Путешествуют по миру"", ""affinity"": ""170 %""}, {""label"": ""Путешествуют по стране"", ""affinity"": ""152 %""}, {""label"": ""Занимаются спортом"", ""affinity"": ""145 %""}, {""label"": ""Автомобилисты"", ""affinity"": ""143 %""}, {""label"": ""Следят за модой"", ""affinity"": ""135 %""}, {""label"": ""Есть дети"", ""affinity"": ""128 %""}, {""label"": ""Студенты"", ""affinity"": ""118 %""}, {""label"": ""Домохозяйки"", ""affinity"": ""100 %""}, {""label"": ""Покупают в интернете"", ""affinity"": ""100 %""}, {""label"": ""Геймеры"", ""affinity"": ""82 %""}]"
